quantile,department,department_name,income
6,11,"BOGOTÁ, D.C.",0
40,11,"BOGOTÁ, D.C.",0
2,11,"BOGOTÁ, D.C.",0
32,11,"BOGOTÁ, D.C.",0
39,11,"BOGOTÁ, D.C.",0
23,11,"BOGOTÁ, D.C.",0
54,11,"BOGOTÁ, D.C.",0
12,11,"BOGOTÁ, D.C.",0
30,11,"BOGOTÁ, D.C.",0
28,11,"BOGOTÁ, D.C.",0
22,11,"BOGOTÁ, D.C.",0
53,11,"BOGOTÁ, D.C.",0
8,11,"BOGOTÁ, D.C.",0
34,11,"BOGOTÁ, D.C.",0
52,11,"BOGOTÁ, D.C.",0
58,11,"BOGOTÁ, D.C.",45000
61,11,"BOGOTÁ, D.C.",50000
60,11,"BOGOTÁ, D.C.",50000
59,11,"BOGOTÁ, D.C.",50000
62,11,"BOGOTÁ, D.C.",65000
63,11,"BOGOTÁ, D.C.",80000
64,11,"BOGOTÁ, D.C.",80000
65,11,"BOGOTÁ, D.C.",100000
66,11,"BOGOTÁ, D.C.",100000
67,11,"BOGOTÁ, D.C.",100000
68,11,"BOGOTÁ, D.C.",120000
69,11,"BOGOTÁ, D.C.",120000
70,11,"BOGOTÁ, D.C.",150000
71,11,"BOGOTÁ, D.C.",160000
72,11,"BOGOTÁ, D.C.",200000
73,11,"BOGOTÁ, D.C.",200000
74,11,"BOGOTÁ, D.C.",200000
75,11,"BOGOTÁ, D.C.",200000
76,11,"BOGOTÁ, D.C.",200000
77,11,"BOGOTÁ, D.C.",200000
78,11,"BOGOTÁ, D.C.",200000
79,11,"BOGOTÁ, D.C.",200000
80,11,"BOGOTÁ, D.C.",200000
81,11,"BOGOTÁ, D.C.",200000
82,11,"BOGOTÁ, D.C.",200000
83,11,"BOGOTÁ, D.C.",200000
84,11,"BOGOTÁ, D.C.",200000
85,11,"BOGOTÁ, D.C.",200000
86,11,"BOGOTÁ, D.C.",200000
87,11,"BOGOTÁ, D.C.",240000
88,11,"BOGOTÁ, D.C.",240000
92,11,"BOGOTÁ, D.C.",250000
93,11,"BOGOTÁ, D.C.",250000
89,11,"BOGOTÁ, D.C.",250000
90,11,"BOGOTÁ, D.C.",250000
91,11,"BOGOTÁ, D.C.",250000
94,11,"BOGOTÁ, D.C.",280000
95,11,"BOGOTÁ, D.C.",300000
96,11,"BOGOTÁ, D.C.",300000
97,11,"BOGOTÁ, D.C.",300000
98,11,"BOGOTÁ, D.C.",300000
99,11,"BOGOTÁ, D.C.",300000
100,11,"BOGOTÁ, D.C.",300000
101,11,"BOGOTÁ, D.C.",300000
102,11,"BOGOTÁ, D.C.",300000
103,11,"BOGOTÁ, D.C.",300000
104,11,"BOGOTÁ, D.C.",300000
105,11,"BOGOTÁ, D.C.",300000
108,11,"BOGOTÁ, D.C.",300000
106,11,"BOGOTÁ, D.C.",300000
107,11,"BOGOTÁ, D.C.",300000
111,11,"BOGOTÁ, D.C.",320000
110,11,"BOGOTÁ, D.C.",320000
109,11,"BOGOTÁ, D.C.",320000
113,11,"BOGOTÁ, D.C.",340000
112,11,"BOGOTÁ, D.C.",340000
114,11,"BOGOTÁ, D.C.",350000
115,11,"BOGOTÁ, D.C.",360000
121,11,"BOGOTÁ, D.C.",400000
132,11,"BOGOTÁ, D.C.",400000
120,11,"BOGOTÁ, D.C.",400000
119,11,"BOGOTÁ, D.C.",400000
118,11,"BOGOTÁ, D.C.",400000
117,11,"BOGOTÁ, D.C.",400000
116,11,"BOGOTÁ, D.C.",400000
133,11,"BOGOTÁ, D.C.",400000
131,11,"BOGOTÁ, D.C.",400000
130,11,"BOGOTÁ, D.C.",400000
129,11,"BOGOTÁ, D.C.",400000
128,11,"BOGOTÁ, D.C.",400000
127,11,"BOGOTÁ, D.C.",400000
126,11,"BOGOTÁ, D.C.",400000
125,11,"BOGOTÁ, D.C.",400000
124,11,"BOGOTÁ, D.C.",400000
123,11,"BOGOTÁ, D.C.",400000
122,11,"BOGOTÁ, D.C.",400000
134,11,"BOGOTÁ, D.C.",420000
135,11,"BOGOTÁ, D.C.",435000
136,11,"BOGOTÁ, D.C.",450000
141,11,"BOGOTÁ, D.C.",450000
137,11,"BOGOTÁ, D.C.",450000
138,11,"BOGOTÁ, D.C.",450000
139,11,"BOGOTÁ, D.C.",450000
140,11,"BOGOTÁ, D.C.",450000
142,11,"BOGOTÁ, D.C.",480000
143,11,"BOGOTÁ, D.C.",480000
146,11,"BOGOTÁ, D.C.",500000
153,11,"BOGOTÁ, D.C.",500000
158,11,"BOGOTÁ, D.C.",500000
156,11,"BOGOTÁ, D.C.",500000
145,11,"BOGOTÁ, D.C.",500000
148,11,"BOGOTÁ, D.C.",500000
150,11,"BOGOTÁ, D.C.",500000
149,11,"BOGOTÁ, D.C.",500000
144,11,"BOGOTÁ, D.C.",500000
155,11,"BOGOTÁ, D.C.",500000
157,11,"BOGOTÁ, D.C.",500000
152,11,"BOGOTÁ, D.C.",500000
147,11,"BOGOTÁ, D.C.",500000
154,11,"BOGOTÁ, D.C.",500000
151,11,"BOGOTÁ, D.C.",500000
159,11,"BOGOTÁ, D.C.",560000
178,11,"BOGOTÁ, D.C.",600000
169,11,"BOGOTÁ, D.C.",600000
185,11,"BOGOTÁ, D.C.",600000
182,11,"BOGOTÁ, D.C.",600000
175,11,"BOGOTÁ, D.C.",600000
180,11,"BOGOTÁ, D.C.",600000
183,11,"BOGOTÁ, D.C.",600000
170,11,"BOGOTÁ, D.C.",600000
177,11,"BOGOTÁ, D.C.",600000
171,11,"BOGOTÁ, D.C.",600000
176,11,"BOGOTÁ, D.C.",600000
172,11,"BOGOTÁ, D.C.",600000
181,11,"BOGOTÁ, D.C.",600000
186,11,"BOGOTÁ, D.C.",600000
184,11,"BOGOTÁ, D.C.",600000
168,11,"BOGOTÁ, D.C.",600000
173,11,"BOGOTÁ, D.C.",600000
167,11,"BOGOTÁ, D.C.",600000
160,11,"BOGOTÁ, D.C.",600000
179,11,"BOGOTÁ, D.C.",600000
166,11,"BOGOTÁ, D.C.",600000
165,11,"BOGOTÁ, D.C.",600000
161,11,"BOGOTÁ, D.C.",600000
174,11,"BOGOTÁ, D.C.",600000
164,11,"BOGOTÁ, D.C.",600000
163,11,"BOGOTÁ, D.C.",600000
162,11,"BOGOTÁ, D.C.",600000
187,11,"BOGOTÁ, D.C.",650000
188,11,"BOGOTÁ, D.C.",680000
195,11,"BOGOTÁ, D.C.",700000
189,11,"BOGOTÁ, D.C.",700000
191,11,"BOGOTÁ, D.C.",700000
190,11,"BOGOTÁ, D.C.",700000
192,11,"BOGOTÁ, D.C.",700000
193,11,"BOGOTÁ, D.C.",700000
194,11,"BOGOTÁ, D.C.",700000
196,11,"BOGOTÁ, D.C.",720000
197,11,"BOGOTÁ, D.C.",720000
198,11,"BOGOTÁ, D.C.",750000
199,11,"BOGOTÁ, D.C.",750000
200,11,"BOGOTÁ, D.C.",780000
206,11,"BOGOTÁ, D.C.",800000
220,11,"BOGOTÁ, D.C.",800000
205,11,"BOGOTÁ, D.C.",800000
214,11,"BOGOTÁ, D.C.",800000
204,11,"BOGOTÁ, D.C.",800000
217,11,"BOGOTÁ, D.C.",800000
203,11,"BOGOTÁ, D.C.",800000
202,11,"BOGOTÁ, D.C.",800000
213,11,"BOGOTÁ, D.C.",800000
201,11,"BOGOTÁ, D.C.",800000
218,11,"BOGOTÁ, D.C.",800000
221,11,"BOGOTÁ, D.C.",800000
212,11,"BOGOTÁ, D.C.",800000
211,11,"BOGOTÁ, D.C.",800000
216,11,"BOGOTÁ, D.C.",800000
210,11,"BOGOTÁ, D.C.",800000
209,11,"BOGOTÁ, D.C.",800000
219,11,"BOGOTÁ, D.C.",800000
222,11,"BOGOTÁ, D.C.",800000
208,11,"BOGOTÁ, D.C.",800000
215,11,"BOGOTÁ, D.C.",800000
207,11,"BOGOTÁ, D.C.",800000
223,11,"BOGOTÁ, D.C.",900000
224,11,"BOGOTÁ, D.C.",900000
225,11,"BOGOTÁ, D.C.",900000
226,11,"BOGOTÁ, D.C.",900000
227,11,"BOGOTÁ, D.C.",900000
228,11,"BOGOTÁ, D.C.",900000
229,11,"BOGOTÁ, D.C.",900000
230,11,"BOGOTÁ, D.C.",900000
231,11,"BOGOTÁ, D.C.",900000
232,11,"BOGOTÁ, D.C.",912000
233,11,"BOGOTÁ, D.C.",960000
234,11,"BOGOTÁ, D.C.",960000
235,11,"BOGOTÁ, D.C.",970000
243,11,"BOGOTÁ, D.C.",1000000
244,11,"BOGOTÁ, D.C.",1000000
245,11,"BOGOTÁ, D.C.",1000000
246,11,"BOGOTÁ, D.C.",1000000
247,11,"BOGOTÁ, D.C.",1000000
248,11,"BOGOTÁ, D.C.",1000000
249,11,"BOGOTÁ, D.C.",1000000
250,11,"BOGOTÁ, D.C.",1000000
251,11,"BOGOTÁ, D.C.",1000000
252,11,"BOGOTÁ, D.C.",1000000
253,11,"BOGOTÁ, D.C.",1000000
254,11,"BOGOTÁ, D.C.",1000000
255,11,"BOGOTÁ, D.C.",1000000
256,11,"BOGOTÁ, D.C.",1000000
257,11,"BOGOTÁ, D.C.",1000000
258,11,"BOGOTÁ, D.C.",1000000
259,11,"BOGOTÁ, D.C.",1000000
260,11,"BOGOTÁ, D.C.",1000000
261,11,"BOGOTÁ, D.C.",1000000
262,11,"BOGOTÁ, D.C.",1000000
263,11,"BOGOTÁ, D.C.",1000000
264,11,"BOGOTÁ, D.C.",1000000
265,11,"BOGOTÁ, D.C.",1000000
266,11,"BOGOTÁ, D.C.",1000000
267,11,"BOGOTÁ, D.C.",1000000
268,11,"BOGOTÁ, D.C.",1000000
236,11,"BOGOTÁ, D.C.",1000000
237,11,"BOGOTÁ, D.C.",1000000
238,11,"BOGOTÁ, D.C.",1000000
239,11,"BOGOTÁ, D.C.",1000000
240,11,"BOGOTÁ, D.C.",1000000
241,11,"BOGOTÁ, D.C.",1000000
242,11,"BOGOTÁ, D.C.",1000000
269,11,"BOGOTÁ, D.C.",1020000
270,11,"BOGOTÁ, D.C.",1050000
271,11,"BOGOTÁ, D.C.",1050000
272,11,"BOGOTÁ, D.C.",1050000
274,11,"BOGOTÁ, D.C.",1060000
273,11,"BOGOTÁ, D.C.",1060000
275,11,"BOGOTÁ, D.C.",1080000
282,11,"BOGOTÁ, D.C.",1100000
281,11,"BOGOTÁ, D.C.",1100000
280,11,"BOGOTÁ, D.C.",1100000
279,11,"BOGOTÁ, D.C.",1100000
278,11,"BOGOTÁ, D.C.",1100000
277,11,"BOGOTÁ, D.C.",1100000
276,11,"BOGOTÁ, D.C.",1100000
357,11,"BOGOTÁ, D.C.",1160000
303,11,"BOGOTÁ, D.C.",1160000
302,11,"BOGOTÁ, D.C.",1160000
366,11,"BOGOTÁ, D.C.",1160000
343,11,"BOGOTÁ, D.C.",1160000
301,11,"BOGOTÁ, D.C.",1160000
384,11,"BOGOTÁ, D.C.",1160000
300,11,"BOGOTÁ, D.C.",1160000
363,11,"BOGOTÁ, D.C.",1160000
299,11,"BOGOTÁ, D.C.",1160000
298,11,"BOGOTÁ, D.C.",1160000
342,11,"BOGOTÁ, D.C.",1160000
297,11,"BOGOTÁ, D.C.",1160000
385,11,"BOGOTÁ, D.C.",1160000
296,11,"BOGOTÁ, D.C.",1160000
341,11,"BOGOTÁ, D.C.",1160000
295,11,"BOGOTÁ, D.C.",1160000
356,11,"BOGOTÁ, D.C.",1160000
294,11,"BOGOTÁ, D.C.",1160000
371,11,"BOGOTÁ, D.C.",1160000
386,11,"BOGOTÁ, D.C.",1160000
340,11,"BOGOTÁ, D.C.",1160000
293,11,"BOGOTÁ, D.C.",1160000
292,11,"BOGOTÁ, D.C.",1160000
387,11,"BOGOTÁ, D.C.",1160000
291,11,"BOGOTÁ, D.C.",1160000
290,11,"BOGOTÁ, D.C.",1160000
339,11,"BOGOTÁ, D.C.",1160000
361,11,"BOGOTÁ, D.C.",1160000
289,11,"BOGOTÁ, D.C.",1160000
288,11,"BOGOTÁ, D.C.",1160000
388,11,"BOGOTÁ, D.C.",1160000
338,11,"BOGOTÁ, D.C.",1160000
287,11,"BOGOTÁ, D.C.",1160000
286,11,"BOGOTÁ, D.C.",1160000
389,11,"BOGOTÁ, D.C.",1160000
285,11,"BOGOTÁ, D.C.",1160000
355,11,"BOGOTÁ, D.C.",1160000
284,11,"BOGOTÁ, D.C.",1160000
372,11,"BOGOTÁ, D.C.",1160000
337,11,"BOGOTÁ, D.C.",1160000
283,11,"BOGOTÁ, D.C.",1160000
336,11,"BOGOTÁ, D.C.",1160000
335,11,"BOGOTÁ, D.C.",1160000
354,11,"BOGOTÁ, D.C.",1160000
334,11,"BOGOTÁ, D.C.",1160000
373,11,"BOGOTÁ, D.C.",1160000
333,11,"BOGOTÁ, D.C.",1160000
367,11,"BOGOTÁ, D.C.",1160000
332,11,"BOGOTÁ, D.C.",1160000
374,11,"BOGOTÁ, D.C.",1160000
331,11,"BOGOTÁ, D.C.",1160000
353,11,"BOGOTÁ, D.C.",1160000
330,11,"BOGOTÁ, D.C.",1160000
360,11,"BOGOTÁ, D.C.",1160000
329,11,"BOGOTÁ, D.C.",1160000
328,11,"BOGOTÁ, D.C.",1160000
352,11,"BOGOTÁ, D.C.",1160000
368,11,"BOGOTÁ, D.C.",1160000
327,11,"BOGOTÁ, D.C.",1160000
364,11,"BOGOTÁ, D.C.",1160000
375,11,"BOGOTÁ, D.C.",1160000
326,11,"BOGOTÁ, D.C.",1160000
351,11,"BOGOTÁ, D.C.",1160000
365,11,"BOGOTÁ, D.C.",1160000
325,11,"BOGOTÁ, D.C.",1160000
376,11,"BOGOTÁ, D.C.",1160000
324,11,"BOGOTÁ, D.C.",1160000
323,11,"BOGOTÁ, D.C.",1160000
322,11,"BOGOTÁ, D.C.",1160000
350,11,"BOGOTÁ, D.C.",1160000
359,11,"BOGOTÁ, D.C.",1160000
321,11,"BOGOTÁ, D.C.",1160000
377,11,"BOGOTÁ, D.C.",1160000
320,11,"BOGOTÁ, D.C.",1160000
349,11,"BOGOTÁ, D.C.",1160000
319,11,"BOGOTÁ, D.C.",1160000
318,11,"BOGOTÁ, D.C.",1160000
317,11,"BOGOTÁ, D.C.",1160000
316,11,"BOGOTÁ, D.C.",1160000
378,11,"BOGOTÁ, D.C.",1160000
348,11,"BOGOTÁ, D.C.",1160000
362,11,"BOGOTÁ, D.C.",1160000
315,11,"BOGOTÁ, D.C.",1160000
369,11,"BOGOTÁ, D.C.",1160000
314,11,"BOGOTÁ, D.C.",1160000
379,11,"BOGOTÁ, D.C.",1160000
313,11,"BOGOTÁ, D.C.",1160000
347,11,"BOGOTÁ, D.C.",1160000
358,11,"BOGOTÁ, D.C.",1160000
312,11,"BOGOTÁ, D.C.",1160000
311,11,"BOGOTÁ, D.C.",1160000
310,11,"BOGOTÁ, D.C.",1160000
380,11,"BOGOTÁ, D.C.",1160000
346,11,"BOGOTÁ, D.C.",1160000
309,11,"BOGOTÁ, D.C.",1160000
381,11,"BOGOTÁ, D.C.",1160000
308,11,"BOGOTÁ, D.C.",1160000
307,11,"BOGOTÁ, D.C.",1160000
345,11,"BOGOTÁ, D.C.",1160000
306,11,"BOGOTÁ, D.C.",1160000
370,11,"BOGOTÁ, D.C.",1160000
382,11,"BOGOTÁ, D.C.",1160000
305,11,"BOGOTÁ, D.C.",1160000
344,11,"BOGOTÁ, D.C.",1160000
304,11,"BOGOTÁ, D.C.",1160000
383,11,"BOGOTÁ, D.C.",1160000
390,11,"BOGOTÁ, D.C.",1180000
427,11,"BOGOTÁ, D.C.",1200000
418,11,"BOGOTÁ, D.C.",1200000
425,11,"BOGOTÁ, D.C.",1200000
432,11,"BOGOTÁ, D.C.",1200000
422,11,"BOGOTÁ, D.C.",1200000
417,11,"BOGOTÁ, D.C.",1200000
433,11,"BOGOTÁ, D.C.",1200000
416,11,"BOGOTÁ, D.C.",1200000
434,11,"BOGOTÁ, D.C.",1200000
391,11,"BOGOTÁ, D.C.",1200000
428,11,"BOGOTÁ, D.C.",1200000
392,11,"BOGOTÁ, D.C.",1200000
393,11,"BOGOTÁ, D.C.",1200000
415,11,"BOGOTÁ, D.C.",1200000
394,11,"BOGOTÁ, D.C.",1200000
395,11,"BOGOTÁ, D.C.",1200000
414,11,"BOGOTÁ, D.C.",1200000
396,11,"BOGOTÁ, D.C.",1200000
397,11,"BOGOTÁ, D.C.",1200000
398,11,"BOGOTÁ, D.C.",1200000
413,11,"BOGOTÁ, D.C.",1200000
399,11,"BOGOTÁ, D.C.",1200000
426,11,"BOGOTÁ, D.C.",1200000
421,11,"BOGOTÁ, D.C.",1200000
400,11,"BOGOTÁ, D.C.",1200000
401,11,"BOGOTÁ, D.C.",1200000
429,11,"BOGOTÁ, D.C.",1200000
412,11,"BOGOTÁ, D.C.",1200000
402,11,"BOGOTÁ, D.C.",1200000
403,11,"BOGOTÁ, D.C.",1200000
404,11,"BOGOTÁ, D.C.",1200000
411,11,"BOGOTÁ, D.C.",1200000
424,11,"BOGOTÁ, D.C.",1200000
405,11,"BOGOTÁ, D.C.",1200000
406,11,"BOGOTÁ, D.C.",1200000
410,11,"BOGOTÁ, D.C.",1200000
407,11,"BOGOTÁ, D.C.",1200000
423,11,"BOGOTÁ, D.C.",1200000
408,11,"BOGOTÁ, D.C.",1200000
409,11,"BOGOTÁ, D.C.",1200000
420,11,"BOGOTÁ, D.C.",1200000
430,11,"BOGOTÁ, D.C.",1200000
431,11,"BOGOTÁ, D.C.",1200000
419,11,"BOGOTÁ, D.C.",1200000
435,11,"BOGOTÁ, D.C.",1210000
436,11,"BOGOTÁ, D.C.",1224000
437,11,"BOGOTÁ, D.C.",1240000
438,11,"BOGOTÁ, D.C.",1250000
439,11,"BOGOTÁ, D.C.",1280000
440,11,"BOGOTÁ, D.C.",1280000
441,11,"BOGOTÁ, D.C.",1290000
465,11,"BOGOTÁ, D.C.",1300000
445,11,"BOGOTÁ, D.C.",1300000
466,11,"BOGOTÁ, D.C.",1300000
470,11,"BOGOTÁ, D.C.",1300000
464,11,"BOGOTÁ, D.C.",1300000
446,11,"BOGOTÁ, D.C.",1300000
491,11,"BOGOTÁ, D.C.",1300000
481,11,"BOGOTÁ, D.C.",1300000
496,11,"BOGOTÁ, D.C.",1300000
447,11,"BOGOTÁ, D.C.",1300000
463,11,"BOGOTÁ, D.C.",1300000
479,11,"BOGOTÁ, D.C.",1300000
448,11,"BOGOTÁ, D.C.",1300000
476,11,"BOGOTÁ, D.C.",1300000
462,11,"BOGOTÁ, D.C.",1300000
497,11,"BOGOTÁ, D.C.",1300000
473,11,"BOGOTÁ, D.C.",1300000
495,11,"BOGOTÁ, D.C.",1300000
449,11,"BOGOTÁ, D.C.",1300000
461,11,"BOGOTÁ, D.C.",1300000
483,11,"BOGOTÁ, D.C.",1300000
450,11,"BOGOTÁ, D.C.",1300000
503,11,"BOGOTÁ, D.C.",1300000
460,11,"BOGOTÁ, D.C.",1300000
471,11,"BOGOTÁ, D.C.",1300000
478,11,"BOGOTÁ, D.C.",1300000
498,11,"BOGOTÁ, D.C.",1300000
451,11,"BOGOTÁ, D.C.",1300000
486,11,"BOGOTÁ, D.C.",1300000
459,11,"BOGOTÁ, D.C.",1300000
487,11,"BOGOTÁ, D.C.",1300000
502,11,"BOGOTÁ, D.C.",1300000
458,11,"BOGOTÁ, D.C.",1300000
452,11,"BOGOTÁ, D.C.",1300000
494,11,"BOGOTÁ, D.C.",1300000
499,11,"BOGOTÁ, D.C.",1300000
492,11,"BOGOTÁ, D.C.",1300000
457,11,"BOGOTÁ, D.C.",1300000
477,11,"BOGOTÁ, D.C.",1300000
453,11,"BOGOTÁ, D.C.",1300000
484,11,"BOGOTÁ, D.C.",1300000
501,11,"BOGOTÁ, D.C.",1300000
456,11,"BOGOTÁ, D.C.",1300000
472,11,"BOGOTÁ, D.C.",1300000
500,11,"BOGOTÁ, D.C.",1300000
454,11,"BOGOTÁ, D.C.",1300000
455,11,"BOGOTÁ, D.C.",1300000
488,11,"BOGOTÁ, D.C.",1300000
482,11,"BOGOTÁ, D.C.",1300000
490,11,"BOGOTÁ, D.C.",1300000
480,11,"BOGOTÁ, D.C.",1300000
469,11,"BOGOTÁ, D.C.",1300000
475,11,"BOGOTÁ, D.C.",1300000
468,11,"BOGOTÁ, D.C.",1300000
485,11,"BOGOTÁ, D.C.",1300000
442,11,"BOGOTÁ, D.C.",1300000
493,11,"BOGOTÁ, D.C.",1300000
474,11,"BOGOTÁ, D.C.",1300000
489,11,"BOGOTÁ, D.C.",1300000
443,11,"BOGOTÁ, D.C.",1300000
444,11,"BOGOTÁ, D.C.",1300000
467,11,"BOGOTÁ, D.C.",1300000
504,11,"BOGOTÁ, D.C.",1320000
505,11,"BOGOTÁ, D.C.",1346000
508,11,"BOGOTÁ, D.C.",1350000
507,11,"BOGOTÁ, D.C.",1350000
506,11,"BOGOTÁ, D.C.",1350000
511,11,"BOGOTÁ, D.C.",1360000
509,11,"BOGOTÁ, D.C.",1360000
510,11,"BOGOTÁ, D.C.",1360000
527,11,"BOGOTÁ, D.C.",1400000
536,11,"BOGOTÁ, D.C.",1400000
537,11,"BOGOTÁ, D.C.",1400000
530,11,"BOGOTÁ, D.C.",1400000
528,11,"BOGOTÁ, D.C.",1400000
515,11,"BOGOTÁ, D.C.",1400000
517,11,"BOGOTÁ, D.C.",1400000
529,11,"BOGOTÁ, D.C.",1400000
533,11,"BOGOTÁ, D.C.",1400000
525,11,"BOGOTÁ, D.C.",1400000
521,11,"BOGOTÁ, D.C.",1400000
519,11,"BOGOTÁ, D.C.",1400000
520,11,"BOGOTÁ, D.C.",1400000
512,11,"BOGOTÁ, D.C.",1400000
534,11,"BOGOTÁ, D.C.",1400000
524,11,"BOGOTÁ, D.C.",1400000
513,11,"BOGOTÁ, D.C.",1400000
514,11,"BOGOTÁ, D.C.",1400000
526,11,"BOGOTÁ, D.C.",1400000
532,11,"BOGOTÁ, D.C.",1400000
516,11,"BOGOTÁ, D.C.",1400000
522,11,"BOGOTÁ, D.C.",1400000
523,11,"BOGOTÁ, D.C.",1400000
531,11,"BOGOTÁ, D.C.",1400000
535,11,"BOGOTÁ, D.C.",1400000
518,11,"BOGOTÁ, D.C.",1400000
538,11,"BOGOTÁ, D.C.",1440000
539,11,"BOGOTÁ, D.C.",1450000
540,11,"BOGOTÁ, D.C.",1450000
541,11,"BOGOTÁ, D.C.",1450000
542,11,"BOGOTÁ, D.C.",1460000
543,11,"BOGOTÁ, D.C.",1460000
544,11,"BOGOTÁ, D.C.",1460000
545,11,"BOGOTÁ, D.C.",1464000
546,11,"BOGOTÁ, D.C.",1464000
549,11,"BOGOTÁ, D.C.",1480000
548,11,"BOGOTÁ, D.C.",1480000
547,11,"BOGOTÁ, D.C.",1480000
569,11,"BOGOTÁ, D.C.",1500000
555,11,"BOGOTÁ, D.C.",1500000
554,11,"BOGOTÁ, D.C.",1500000
583,11,"BOGOTÁ, D.C.",1500000
553,11,"BOGOTÁ, D.C.",1500000
552,11,"BOGOTÁ, D.C.",1500000
568,11,"BOGOTÁ, D.C.",1500000
551,11,"BOGOTÁ, D.C.",1500000
575,11,"BOGOTÁ, D.C.",1500000
573,11,"BOGOTÁ, D.C.",1500000
550,11,"BOGOTÁ, D.C.",1500000
584,11,"BOGOTÁ, D.C.",1500000
567,11,"BOGOTÁ, D.C.",1500000
577,11,"BOGOTÁ, D.C.",1500000
585,11,"BOGOTÁ, D.C.",1500000
566,11,"BOGOTÁ, D.C.",1500000
579,11,"BOGOTÁ, D.C.",1500000
586,11,"BOGOTÁ, D.C.",1500000
565,11,"BOGOTÁ, D.C.",1500000
572,11,"BOGOTÁ, D.C.",1500000
587,11,"BOGOTÁ, D.C.",1500000
564,11,"BOGOTÁ, D.C.",1500000
576,11,"BOGOTÁ, D.C.",1500000
588,11,"BOGOTÁ, D.C.",1500000
563,11,"BOGOTÁ, D.C.",1500000
589,11,"BOGOTÁ, D.C.",1500000
562,11,"BOGOTÁ, D.C.",1500000
580,11,"BOGOTÁ, D.C.",1500000
590,11,"BOGOTÁ, D.C.",1500000
571,11,"BOGOTÁ, D.C.",1500000
561,11,"BOGOTÁ, D.C.",1500000
592,11,"BOGOTÁ, D.C.",1500000
574,11,"BOGOTÁ, D.C.",1500000
591,11,"BOGOTÁ, D.C.",1500000
560,11,"BOGOTÁ, D.C.",1500000
559,11,"BOGOTÁ, D.C.",1500000
581,11,"BOGOTÁ, D.C.",1500000
570,11,"BOGOTÁ, D.C.",1500000
558,11,"BOGOTÁ, D.C.",1500000
578,11,"BOGOTÁ, D.C.",1500000
557,11,"BOGOTÁ, D.C.",1500000
582,11,"BOGOTÁ, D.C.",1500000
556,11,"BOGOTÁ, D.C.",1500000
593,11,"BOGOTÁ, D.C.",1510000
595,11,"BOGOTÁ, D.C.",1560000
594,11,"BOGOTÁ, D.C.",1560000
617,11,"BOGOTÁ, D.C.",1600000
616,11,"BOGOTÁ, D.C.",1600000
615,11,"BOGOTÁ, D.C.",1600000
614,11,"BOGOTÁ, D.C.",1600000
613,11,"BOGOTÁ, D.C.",1600000
612,11,"BOGOTÁ, D.C.",1600000
611,11,"BOGOTÁ, D.C.",1600000
610,11,"BOGOTÁ, D.C.",1600000
609,11,"BOGOTÁ, D.C.",1600000
608,11,"BOGOTÁ, D.C.",1600000
607,11,"BOGOTÁ, D.C.",1600000
606,11,"BOGOTÁ, D.C.",1600000
605,11,"BOGOTÁ, D.C.",1600000
604,11,"BOGOTÁ, D.C.",1600000
603,11,"BOGOTÁ, D.C.",1600000
602,11,"BOGOTÁ, D.C.",1600000
601,11,"BOGOTÁ, D.C.",1600000
600,11,"BOGOTÁ, D.C.",1600000
599,11,"BOGOTÁ, D.C.",1600000
598,11,"BOGOTÁ, D.C.",1600000
597,11,"BOGOTÁ, D.C.",1600000
596,11,"BOGOTÁ, D.C.",1600000
621,11,"BOGOTÁ, D.C.",1600000
620,11,"BOGOTÁ, D.C.",1600000
619,11,"BOGOTÁ, D.C.",1600000
618,11,"BOGOTÁ, D.C.",1600000
623,11,"BOGOTÁ, D.C.",1610000
622,11,"BOGOTÁ, D.C.",1610000
624,11,"BOGOTÁ, D.C.",1650000
630,11,"BOGOTÁ, D.C.",1700000
634,11,"BOGOTÁ, D.C.",1700000
629,11,"BOGOTÁ, D.C.",1700000
628,11,"BOGOTÁ, D.C.",1700000
636,11,"BOGOTÁ, D.C.",1700000
627,11,"BOGOTÁ, D.C.",1700000
637,11,"BOGOTÁ, D.C.",1700000
626,11,"BOGOTÁ, D.C.",1700000
633,11,"BOGOTÁ, D.C.",1700000
625,11,"BOGOTÁ, D.C.",1700000
632,11,"BOGOTÁ, D.C.",1700000
631,11,"BOGOTÁ, D.C.",1700000
635,11,"BOGOTÁ, D.C.",1700000
638,11,"BOGOTÁ, D.C.",1760000
657,11,"BOGOTÁ, D.C.",1800000
658,11,"BOGOTÁ, D.C.",1800000
644,11,"BOGOTÁ, D.C.",1800000
659,11,"BOGOTÁ, D.C.",1800000
660,11,"BOGOTÁ, D.C.",1800000
661,11,"BOGOTÁ, D.C.",1800000
645,11,"BOGOTÁ, D.C.",1800000
662,11,"BOGOTÁ, D.C.",1800000
663,11,"BOGOTÁ, D.C.",1800000
646,11,"BOGOTÁ, D.C.",1800000
640,11,"BOGOTÁ, D.C.",1800000
647,11,"BOGOTÁ, D.C.",1800000
648,11,"BOGOTÁ, D.C.",1800000
649,11,"BOGOTÁ, D.C.",1800000
641,11,"BOGOTÁ, D.C.",1800000
650,11,"BOGOTÁ, D.C.",1800000
651,11,"BOGOTÁ, D.C.",1800000
652,11,"BOGOTÁ, D.C.",1800000
642,11,"BOGOTÁ, D.C.",1800000
653,11,"BOGOTÁ, D.C.",1800000
654,11,"BOGOTÁ, D.C.",1800000
